Date,"""Weird_Al""_Yankovic_en.wikipedia.org_desktop_all-agents",100_metres_en.wikipedia.org_desktop_all-agents,10_Gigabit_Ethernet_en.wikipedia.org_desktop_all-agents,1551_en.wikipedia.org_desktop_all-agents,1896_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1918_flu_pandemic_en.wikipedia.org_desktop_all-agents,1936_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1976_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1980_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1984_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1989_(Taylor_Swift_album)_en.wikipedia.org_desktop_all-agents,1999_(Prince_album)_en.wikipedia.org_desktop_all-agents,2000_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2002_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2003_invasion_of_Iraq_en.wikipedia.org_desktop_all-agents,2007_tuberculosis_scare_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2012_Benghazi_attack_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2014_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2015_NCAA_Men's_Division_I_Basketball_Tournament_en.wikipedia.org_desktop_all-agents,2015_in_film_en.wikipedia.org_desktop_all-agents,2016_Asia_Cup_en.wikipedia.org_desktop_all-agents,2016_Democratic_National_Convention_en.wikipedia.org_desktop_all-agents,2016_European_Men's_Handball_Championship_en.wikipedia.org_desktop_all-agents,2016_FIFA_Club_World_Cup_en.wikipedia.org_desktop_all-agents,2016_FIFA_Futsal_World_Cup_en.wikipedia.org_desktop_all-agents,2016_Giro_d'Italia_en.wikipedia.org_desktop_all-agents,2016_ICC_World_Twenty20_en.wikipedia.org_desktop_all-agents,2016_IIHF_World_Championship_en.wikipedia.org_desktop_all-agents,2016_Indian_Premier_League_en.wikipedia.org_desktop_all-agents,2016_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2016_NFL_Draft_en.wikipedia.org_desktop_all-agents,2016_NHL_Entry_Draft_en.wikipedia.org_desktop_all-agents,2016_Republican_National_Convention_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_closing_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_opening_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Paralympics_en.wikipedia.org_desktop_all-agents,2016_Thomas_&_Uber_Cup_en.wikipedia.org_desktop_all-agents,2016_Tour_de_France_en.wikipedia.org_desktop_all-agents,2016_UEFA_Europa_League_Final_en.wikipedia.org_desktop_all-agents,2016_United_States_men's_Olympic_basketball_team_en.wikipedia.org_desktop_all-agents,2016_World_Cup_of_Hockey_en.wikipedia.org_desktop_all-agents,2017_FIFA_Confederations_Cup_en.wikipedia.org_desktop_all-agents,2017_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(CONMEBOL)_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(UEFA)_en.wikipedia.org_desktop_all-agents,2018_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2020_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2022_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2024_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2028_Summer_Olympics_en.wikipedia.org_desktop_all-agents,3_Doors_Down_en.wikipedia.org_desktop_all-agents,4K_resolution_en.wikipedia.org_desktop_all-agents,58th_Annual_Grammy_Awards_en.wikipedia.org_desktop_all-agents,88th_Academy_Awards_en.wikipedia.org_desktop_all-agents,A.C._Milan_en.wikipedia.org_desktop_all-agents,A.J._Styles_en.wikipedia.org_desktop_all-agents,AC/DC_en.wikipedia.org_desktop_all-agents,AK-47_en.wikipedia.org_desktop_all-agents,AMGTV_en.wikipedia.org_desktop_all-agents,AR-15_en.wikipedia.org_desktop_all-agents,A_Monster_Calls_(film)_en.wikipedia.org_desktop_all-agents,A_Series_of_Unfortunate_Events_en.wikipedia.org_desktop_all-agents,A_Song_of_Ice_and_Fire_en.wikipedia.org_desktop_all-agents,Aamir_Khan_en.wikipedia.org_desktop_all-agents,Aaron_Lewis_en.wikipedia.org_desktop_all-agents,Aberfan_disaster_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Actor_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Picture_en.wikipedia.org_desktop_all-agents,Adam_Johnson_(footballer)_en.wikipedia.org_desktop_all-agents,Adam_Levine_en.wikipedia.org_desktop_all-agents,Adele_en.wikipedia.org_desktop_all-agents,Adewale_Akinnuoye-Agbaje_en.wikipedia.org_desktop_all-agents,Adobe_Photoshop_en.wikipedia.org_desktop_all-agents,Adolf_Hitler_en.wikipedia.org_desktop_all-agents,Agent_Carter_(season_2)_en.wikipedia.org_desktop_all-agents,Agents_of_S.H.I.E.L.D._en.wikipedia.org_desktop_all-agents,Agile_software_development_en.wikipedia.org_desktop_all-agents,Ahrar_ash-Sham_en.wikipedia.org_desktop_all-agents,Airlift_(film)_en.wikipedia.org_desktop_all-agents,Akshay_Kumar_en.wikipedia.org_desktop_all-agents,Aladdin_Sane_en.wikipedia.org_desktop_all-agents,Alan_Colmes_en.wikipedia.org_desktop_all-agents,Alan_Thicke_en.wikipedia.org_desktop_all-agents,Alan_Tudyk_en.wikipedia.org_desktop_all-agents,Alaska_en.wikipedia.org_desktop_all-agents,"Albert,_Prince_Consort_en.wikipedia.org_desktop_all-agents",Albert_Einstein_en.wikipedia.org_desktop_all-agents,Albus_Dumbledore_en.wikipedia.org_desktop_all-agents,Alex_(parrot)_en.wikipedia.org_desktop_all-agents,Alex_Jones_(radio_host)_en.wikipedia.org_desktop_all-agents,Alexander_I_of_Russia_en.wikipedia.org_desktop_all-agents,Alexandre_Pato_en.wikipedia.org_desktop_all-agents,Alexis_Arquette_en.wikipedia.org_desktop_all-agents,Alexis_Ohanian_en.wikipedia.org_desktop_all-agents
2016-08-22,1572,4938,1127,10,6868,925,6832,5475,7133,10768,1149,329,9749,1867,1161,19,15049,22415,4361,21221,39490,3563,135,2974,99,664,357,1037,609,183,394,263,209,569,2866,438,648,38979,55558,5723,12858,383,533,115,6571,2391,985,297,3353,1160,1587,50854,72243,19232,74711,13708,15010,4692,459,1479,4693,8314,3824,2614,230288,1842,928,784,4001,2169,688,227,1495,2862,387,3552,5399,3194,3022,10574,257,4003,5464,107,1919,5109,520,320,536,1289,3090,1566,8382,994,259,1743,567,887,434,286
2016-08-23,1573,3144,1226,13,3598,974,3668,2647,3160,3723,1536,417,4338,1183,1276,15,6170,6331,4468,8488,10735,2716,135,3116,101,763,221,1003,696,212,375,280,231,382,3525,508,695,19088,18776,4132,8972,250,495,182,2352,2315,885,322,3475,1187,1453,13394,23399,5097,19007,4543,3885,4716,576,1556,3502,3953,3850,2593,224433,1754,785,902,3966,2202,654,187,1422,3244,416,3115,4726,2649,2976,9699,250,3845,5851,116,1734,4536,531,241,489,1223,3434,1012,8427,993,405,1606,558,2038,431,347
2016-08-24,3828,2633,1169,21,2618,1012,2837,1966,2166,2648,1226,290,3298,1144,1237,23,4856,4334,3857,5596,5907,2308,123,3248,101,647,134,1229,728,219,403,253,261,303,4278,502,561,9438,11268,2375,5865,221,503,195,1435,2251,807,300,3385,970,1595,7899,12903,2833,9929,2542,1876,3787,514,1487,3464,6284,3795,2625,221778,1767,795,897,4074,2342,645,190,1379,3129,417,2620,4646,2332,2984,10690,153,3900,5575,207,1739,4762,472,270,452,1101,3227,991,8013,838,197,1769,609,1392,500,304
2016-08-25,2516,2482,1116,16,2314,970,2575,1861,1935,2221,1275,304,2962,1323,1290,16,4112,2558,3591,5244,3824,2316,101,3120,110,617,107,1235,512,201,502,236,252,385,4406,640,541,5112,8817,1676,4795,168,475,293,1031,2420,856,297,3360,898,1576,5577,9146,2229,7078,1610,1517,3859,526,1515,3647,3573,3647,2363,221417,1678,701,873,3908,2563,581,197,1348,2936,544,2324,4774,2453,3150,9686,198,3733,5738,147,1683,4585,438,210,468,1105,3375,1040,8629,870,222,2585,568,989,475,257
2016-08-26,1738,1861,944,20,1568,1036,1992,1370,1482,1711,1258,289,2687,1171,1754,26,3179,1681,3797,4256,2613,2379,99,3045,117,661,84,1091,452,201,596,257,243,315,3918,566,542,3770,6767,1212,4397,146,380,516,803,2147,819,238,3384,964,1861,4113,7285,1636,5575,1233,1461,3353,486,1586,3661,3660,3811,2478,224348,1525,832,829,3686,2321,568,181,1591,3283,455,2299,5484,2076,2815,9381,186,3446,4452,118,1658,5266,489,233,427,1236,3593,1438,7966,870,223,6375,558,961,448,252
2016-08-27,1621,1360,327,13,1051,839,1551,1109,1019,1261,1170,297,1905,981,1015,17,3006,1233,3055,3870,1797,1852,67,3283,101,575,108,701,426,176,661,161,231,211,3111,327,469,2689,5613,1168,3121,127,369,182,580,1233,613,158,2904,988,1680,3337,5309,1410,4002,910,1115,2772,482,1635,5043,3237,3354,2054,253309,1479,675,749,2835,2147,401,139,1282,2969,416,1932,5081,1821,2472,8411,214,3319,1938,125,1808,3932,393,204,374,1093,2581,1574,5463,769,178,2048,461,751,447,189
2016-08-28,1619,1138,352,13,1140,795,1631,987,1190,1199,1303,325,1610,823,1094,17,2657,996,3532,3262,1475,2051,120,3225,77,559,69,824,531,168,426,162,241,241,4371,341,473,3024,5256,1029,3599,84,353,148,517,1214,639,177,4145,1284,2539,3699,4895,1569,3836,1066,960,2668,662,1703,4335,2673,3748,2082,256687,1554,760,754,3157,2273,391,148,1353,3066,453,2061,5383,2247,2795,8175,199,3845,2177,130,1951,3615,388,122,400,1103,2702,4174,6279,1004,206,1836,595,1068,477,227
2016-08-29,1988,1528,1189,22,1441,1073,1913,1911,1262,1427,1426,262,2007,909,1200,23,2207,1115,3849,3113,1947,2164,107,3104,90,696,84,879,616,232,437,297,264,287,5199,542,697,2756,5058,1109,4529,103,598,164,670,2666,901,250,7574,2934,4761,4319,5650,1765,4292,960,1329,3784,825,1814,3801,2635,4469,2558,238865,1437,895,1039,4025,2238,536,175,1708,3190,404,2096,5944,2464,3515,10810,207,4760,5216,158,1900,5293,467,143,5072,1199,3471,4540,8581,1059,243,2171,633,1115,472,397
2016-08-30,8818,1367,1262,19,1311,1039,1716,980,1143,1168,1402,269,1671,1038,1204,14,2105,1325,4209,4076,4497,2331,132,3127,95,672,146,840,671,177,444,237,216,251,4521,512,640,2519,4282,1144,4432,114,468,184,547,2423,853,286,7639,3246,4755,3879,4992,1298,3635,818,1207,3994,676,1613,3934,2372,4110,2494,229942,1418,1172,1147,3903,2236,523,239,1691,2932,455,2043,5178,1860,3645,12547,245,4160,5833,185,1449,4335,499,190,997,1100,3385,3283,8518,907,332,2592,650,1106,412,289
2016-08-31,2577,1293,1245,16,1234,1010,1562,1090,1061,1186,1230,302,1578,1119,1153,17,2278,1396,5433,3109,2602,2717,120,2731,85,652,93,788,604,204,470,252,216,212,4315,568,608,1001,3189,1027,4022,110,590,204,486,2211,897,239,8152,3966,4380,3202,4041,1109,2845,720,1249,3815,594,1641,5793,3533,4398,2202,229010,1527,1009,1054,3753,2224,571,205,1407,3108,442,2116,4923,1777,3132,9902,201,4198,5652,183,1332,4092,439,196,723,1022,3209,2241,8543,976,303,1782,578,1351,482,383
2016-09-01,30411,1118,1183,16,1042,1214,1344,793,916,993,1190,297,1488,1185,1168,28,1929,1151,4212,2599,1473,2916,119,2481,138,628,59,788,710,180,460,330,226,247,3981,488,603,755,3652,833,4140,98,463,130,429,2809,1054,230,17547,12620,6360,3149,3531,1083,2883,622,1052,3792,586,1603,6687,2291,4413,2183,229282,1432,982,1206,3620,2035,664,172,1370,2729,414,2150,4812,1522,3292,9792,196,4055,5106,126,1313,3479,410,139,716,1117,3705,1779,8473,875,271,1839,622,1369,368,313
2016-09-02,2171,1047,921,9,955,1059,1186,789,786,831,1217,322,1466,1223,1086,51,1799,700,3519,2403,1373,2644,101,3007,106,550,73,892,693,168,391,387,178,207,4548,450,582,536,2294,548,3890,100,395,121,379,2900,1165,225,24597,19723,7534,2858,3158,909,2251,665,963,3488,603,1685,4155,2068,4224,2331,237209,1415,842,1095,3313,2068,558,542,1468,2992,333,2211,5525,1525,5305,9709,169,3868,4097,110,1288,3431,470,229,728,1155,3413,1518,7667,884,222,1965,699,1349,381,318
2016-09-03,1367,754,298,15,648,901,996,583,571,670,1212,317,1001,841,783,17,1263,556,2889,2072,1137,2195,80,3047,87,490,65,624,715,206,383,266,152,141,4650,374,508,464,2726,584,3084,87,431,117,262,2113,1224,132,20459,5835,6577,2028,2527,701,1783,544,858,2709,481,1571,3470,2006,3563,2303,260665,1180,716,823,2676,2125,362,209,1198,2818,431,2314,4462,1421,4546,7697,215,3732,1775,122,1326,3243,427,240,431,1168,2398,1726,5442,1019,206,1393,503,868,313,243
2016-09-04,1371,782,346,6,695,860,979,537,602,692,1076,285,1073,1008,959,7,1307,481,2986,2027,896,2464,71,2830,63,627,88,747,816,299,317,348,143,212,4083,330,469,512,2940,522,3411,57,614,102,241,2639,1510,137,22297,4479,18102,3126,2617,936,1925,451,921,2949,531,1600,3082,1868,3670,2504,267866,1288,781,845,2888,1898,389,205,1360,2746,411,2179,4591,1515,4537,8535,277,4181,2135,165,1215,2990,450,107,488,1166,2431,4600,6102,1337,174,1289,579,563,327,372
2016-09-05,1424,885,806,26,897,1273,1192,658,673,693,1199,292,1250,1194,1130,13,1443,577,3285,2069,917,2437,148,2939,109,688,84,802,1100,246,360,397,200,258,4633,383,515,519,2681,623,5025,78,573,123,333,4359,1486,186,27607,5600,25661,2909,2845,883,1993,605,938,3546,557,1802,2940,1904,3630,2432,265162,2099,839,912,3631,2252,426,275,1589,3236,517,2150,5044,1693,4678,10341,218,5202,3984,151,1326,2878,470,95,426,1062,3225,4391,7661,1317,244,1520,631,624,338,385
2016-09-06,1431,974,1251,15,1193,1129,1110,658,783,839,1278,281,1254,1255,1165,14,1557,628,4433,2406,967,2984,122,2612,131,704,89,886,1403,192,418,460,247,166,6104,610,683,612,2167,742,18705,94,454,129,360,7596,1283,280,36822,9333,26157,2546,2927,850,2125,471,1076,4035,521,1548,2809,1747,4540,2403,246967,1844,940,1130,4248,2225,505,282,1582,2874,433,2049,5146,1543,3368,10475,217,5087,5563,158,1193,3065,450,169,415,1215,3378,2792,9458,1012,363,1827,608,677,390,404
2016-09-07,1519,1190,1193,14,964,1140,1327,731,850,928,1488,273,1425,1287,1416,13,1680,695,4582,2794,1512,2968,143,2639,105,716,71,972,1560,241,471,468,195,204,5299,533,635,716,2491,956,229203,87,564,117,351,8496,1795,236,38971,26994,16505,4044,5065,1315,3974,790,1001,5110,588,1638,2776,2533,4341,2758,241061,1602,1078,936,3939,2147,518,198,1670,3045,396,2144,5399,1433,3723,10986,221,4406,5748,121,1236,2929,497,336,469,999,3773,2137,9480,839,229,1815,655,605,332,330
2016-09-08,1754,1059,1320,20,971,1271,1009,690,760,942,1277,301,1169,980,1639,20,1447,671,6028,2416,1098,2119,117,2273,96,1501,72,766,1704,231,465,663,205,240,4994,561,641,629,2154,974,36548,83,533,107,312,12013,986,360,9397,4154,4933,2437,2961,910,2618,603,884,6732,506,1504,3663,1906,4457,2337,241156,1671,1039,923,3412,2140,545,440,1617,2885,413,2136,5279,1239,3791,10457,240,4078,5616,130,1133,3299,492,170,461,989,19428,1828,9947,1111,219,1980,667,580,368,606
2016-09-09,1655,1249,1059,21,749,1068,901,604,774,848,1274,253,1141,957,2419,10,1504,585,4641,2294,875,1923,113,2325,91,1321,65,719,2257,273,390,564,209,225,3970,542,507,412,3102,765,29265,70,590,113,323,12237,685,240,5300,2009,2863,2137,2419,748,1963,495,947,5153,548,1456,2729,1797,4124,2355,246688,1440,1106,1189,3229,2156,616,376,1568,3008,361,2006,5033,1317,3322,10228,211,3901,4661,123,1088,7253,456,234,427,882,4398,1810,8462,816,191,2578,658,560,411,429
2016-09-10,1365,823,437,13,501,777,678,443,529,599,1318,249,866,703,1102,10,1134,451,3630,1794,705,1667,86,2318,73,440,67,578,3554,461,327,432,152,210,1968,391,356,357,2234,420,23388,65,760,104,230,7654,539,189,3759,1344,2010,1451,1961,510,1643,400,771,3577,548,1493,2374,1585,3500,2090,287895,1181,1678,822,2663,2039,375,204,1292,2628,325,1918,4482,1153,2986,7340,242,3996,2008,130,1158,3947,399,145,389,932,2348,1777,6035,732,172,1384,464,588,397,194
2016-09-11,1318,892,479,18,580,853,764,430,575,650,1309,242,865,855,2035,7,1177,433,7022,1790,653,1507,89,2282,79,534,66,649,7716,531,306,344,151,170,4782,475,435,350,2480,419,21667,50,820,124,238,6723,551,198,2898,997,1519,1506,1981,580,1497,477,813,3305,547,1604,3202,2040,3669,2103,284549,1209,1640,739,2926,1858,374,228,1291,2914,354,2010,4572,1216,2954,8215,232,4411,2499,192,1234,2833,390,100,468,968,2466,7043,6865,720,194,1765,551,609,91164,179
2016-09-12,1762,975,1273,19,903,1255,1150,627,656,756,1396,259,931,785,2187,11,1422,498,7310,2112,980,1572,130,2440,69,836,53,766,10340,434,288,398,172,219,7551,528,545,371,3365,479,25168,60,708,110,225,9556,630,267,3036,1039,1498,1956,2483,670,2034,436,854,4419,589,1842,2449,24794,3810,2185,262822,1322,1513,946,4042,1977,589,304,1419,2764,428,2113,4974,1247,3532,11161,276,5598,5514,164,958,3150,505,146,1214,1022,3421,6700,9538,882,206,2540,619,595,270487,299
2016-09-13,1724,1038,1229,19,870,1209,1048,644,654,734,1351,240,1143,773,1702,17,1344,807,5155,2013,920,1633,171,2173,108,765,48,1091,8229,255,294,407,175,287,6186,647,550,406,3162,511,25794,94,452,217,245,7614,793,422,2603,770,1543,1812,2463,659,1976,420,1099,4277,513,1588,2310,7313,4258,2209,256066,1434,1396,1179,3867,2137,696,345,1544,2790,407,2336,6689,1183,3046,11208,249,5679,5736,143,1016,2982,506,154,830,947,3557,3657,10128,715,202,2671,574,1084,75691,359
2016-09-14,1794,935,1255,13,911,1149,1052,634,721,807,1278,297,1204,731,1647,14,1499,812,5880,2709,1111,1647,171,2115,82,595,45,1326,11270,247,275,474,192,244,3552,752,517,365,2404,473,24957,75,320,266,246,9820,640,285,2386,772,1292,1780,2254,641,2117,430,813,3983,490,1415,2282,7189,4359,2353,250723,1381,1296,2136,3603,2058,1537,317,1468,2848,360,2064,5257,1168,3204,11202,242,5991,5697,166,994,2703,463,144,499,869,3449,2539,10033,779,244,2358,649,803,46666,463
2016-09-15,1862,925,1120,22,838,1103,1040,679,714,756,1420,315,1226,704,1591,21,1238,600,4514,2889,2719,1728,126,1942,112,663,64,1187,10388,156,275,559,186,214,2926,594,545,338,2118,405,17351,91,352,451,249,10788,694,233,2510,779,1249,1629,2044,568,1924,458,892,4245,545,1339,2290,4182,5911,2183,248290,1331,1074,1050,3361,2127,2775,295,1460,2982,361,2262,6584,1093,2677,11281,239,5578,5300,104,926,2836,517,247,589,977,3256,2069,9756,710,212,2006,557,2121,22729,387
2016-09-16,1548,778,1000,12,669,958,823,485,744,748,1242,259,851,769,1375,28,1025,471,3745,2041,1140,1671,119,2133,98,505,50,956,9634,107,331,459,175,231,2422,536,464,306,2959,368,16564,53,279,266,215,8624,649,194,2090,841,963,1532,1883,548,1865,406,818,4001,489,1325,2954,3214,4633,2278,254016,1418,1268,1079,3810,2047,2294,243,1471,2698,356,2274,5848,1067,2456,10080,198,5180,4778,117,934,2850,518,171,426,1150,3243,2007,8042,751,187,1781,534,2287,14170,287
2016-09-17,1408,506,357,22,480,765,651,388,511,562,1122,251,608,707,1028,8,864,353,3074,1599,679,1495,64,2272,96,434,55,891,12712,84,246,593,174,160,1657,544,318,256,2217,286,14562,58,225,153,154,15483,477,133,2030,693,898,1255,1593,461,1291,322,678,3221,516,1606,2231,2814,3809,2240,286045,1289,897,1177,2692,2005,1147,157,1517,2740,397,2472,4929,984,2047,7555,237,5213,2067,130,1280,2690,438,96,428,939,2674,1852,6106,663,192,1272,469,959,8126,188
2016-09-18,1477,599,431,30,618,876,814,395,477,616,1206,221,729,653,1118,7,914,378,3105,1557,710,1420,104,2329,78,477,38,816,13684,86,349,915,177,161,2993,547,371,489,2040,383,15717,103,206,124,148,18718,523,146,1828,618,926,1531,2101,541,1416,340,694,3237,516,1612,2363,2849,4152,2101,304815,1509,937,2126,2972,1843,780,234,1518,2806,373,2509,5237,1191,1974,8167,273,5580,3145,93,1123,2511,431,81,473,1108,2473,8444,7264,656,206,1356,630,1105,6853,171
2016-09-19,1830,718,1144,29,759,1204,938,551,568,613,1156,350,956,786,1512,27,1120,494,4030,1822,777,1590,167,2282,91,649,52,928,12169,96,425,1064,237,194,4399,1004,549,551,1804,436,13733,117,369,143,249,30707,618,183,2237,761,1120,1864,2662,676,1787,435,952,4398,821,2111,2657,2694,5349,2702,263944,1592,1117,2165,4947,1966,1286,330,1580,3861,359,2621,6459,1132,2659,11791,267,7012,5920,133,977,2636,525,118,486,1434,3427,7900,10133,796,306,1489,999,899,5865,341
2016-09-20,1785,933,1330,15,691,1247,944,523,609,689,1162,300,878,797,1609,7,1126,391,3881,1729,594,1658,123,2222,112,646,56,857,6181,96,466,1051,159,183,7027,977,560,292,2039,376,6469,72,322,146,253,32162,659,212,2068,669,1054,1698,2123,599,1610,364,812,4449,715,1639,3215,2394,9715,2816,261154,1685,1066,1604,4392,2033,1216,313,1698,3035,444,4469,5700,1044,3092,12314,285,8631,6060,98,919,2830,474,104,479,1898,3358,4069,10295,812,226,1684,725,810,4550,354
2016-09-21,1861,680,1329,13,775,1222,916,541,683,682,1191,247,863,790,1441,19,1047,415,3971,1523,678,1613,132,2052,96,638,42,2378,9923,76,330,1297,209,223,3709,966,596,382,1190,473,4507,62,214,135,229,38290,705,192,2223,674,1092,2068,2814,944,7365,907,821,4273,573,1554,3105,2771,16150,2515,258258,1518,980,1193,3488,2066,1127,786,1701,3441,414,5552,6111,924,4390,12452,291,22452,6113,104,839,2656,476,183,816,1221,3530,3044,9799,756,219,2011,714,1877,17186,1024
2016-09-22,1649,686,1276,17,825,1401,932,561,652,891,1164,289,812,765,1556,18,1327,367,3911,2212,532,1565,129,2012,107,585,46,1275,18260,61,433,1125,353,179,3308,1008,1178,276,1835,306,4163,71,224,125,218,28915,657,197,2019,761,1079,1820,2673,753,5085,780,771,4803,636,1662,2167,2200,9558,2631,254170,1572,962,1131,3402,1959,1416,375,1682,3461,675,6779,5699,962,6341,12728,247,12724,5775,111,828,2269,475,190,811,1502,4003,2766,15054,783,274,1617,925,940,6412,355
2016-09-23,1606,628,1057,8,743,1239,768,487,575,611,1113,227,747,788,1304,22,995,289,3955,1404,433,1574,125,2139,76,569,58,883,13534,66,395,810,203,222,3207,794,543,216,1799,260,2641,53,232,110,197,15346,567,235,1959,647,997,1516,1888,529,2569,533,861,3888,437,1600,2369,2099,6180,2664,258747,1611,1112,1060,2996,1987,1306,334,1697,3328,399,10379,5597,982,2522,10717,209,8768,4551,122,904,2517,517,160,461,1277,3561,2448,9447,810,249,1449,698,620,3348,252
2016-09-24,1445,466,336,14,364,794,756,330,438,426,1075,267,596,616,946,16,711,279,3272,1141,464,1348,106,2337,116,545,97,789,7518,62,369,532,185,196,1996,571,435,186,1678,220,1918,52,153,106,128,7867,409,118,1935,799,861,1223,1352,387,1383,327,690,2880,497,1643,1965,2710,4314,2474,294506,1498,898,672,2528,1871,732,170,1378,2890,400,6044,4510,928,2242,7334,206,7262,2018,91,965,2589,557,166,384,1173,25895,2082,6265,619,207,1320,539,587,1977,172
2016-09-25,1682,530,439,10,387,945,655,320,490,412,1636,255,637,596,1129,12,814,286,3723,1151,447,1328,80,2445,100,616,64,1049,12719,73,442,1013,194,183,3676,669,494,247,907,307,2116,138,199,116,143,18824,524,147,1867,659,980,1175,1483,399,1299,391,695,3052,577,1800,2722,2113,4304,2440,302524,1440,818,814,2646,1843,602,473,1461,2983,360,5213,4664,1012,2229,8279,265,7648,2405,75,969,2544,472,110,539,1497,2550,7629,7989,689,232,1554,650,1613,2226,185
2016-09-26,1901,766,1319,22,595,1379,871,394,553,508,1158,245,778,806,1513,19,925,334,7781,1371,542,1533,166,2178,104,827,59,869,10517,71,385,754,219,234,7849,801,672,263,999,364,2571,98,267,150,220,12427,614,194,2338,793,1288,1534,1779,545,1621,360,796,4076,606,2076,2172,2376,4635,2614,272248,1746,1101,1076,3305,2012,870,398,2370,3233,512,4410,5688,1002,2792,11397,259,7847,5729,133,883,2858,545,222,536,1508,3622,6728,9912,733,839,1845,780,1071,6610,275
2016-09-27,1503,656,1315,9,606,1405,875,386,510,528,1110,246,663,826,2373,15,890,308,20257,1409,516,1713,110,2019,97,1288,50,1007,5728,63,399,531,180,208,3783,703,777,174,1190,233,1960,72,202,163,278,8147,672,209,2550,759,1391,1819,1862,528,1397,325,844,4180,520,1520,1961,1987,4292,2408,266786,1665,1253,1035,3183,1906,898,633,1712,3824,465,3603,5887,908,2677,11458,208,8046,5947,127,778,2760,490,291,516,1084,3677,3822,10673,719,206,2521,730,830,2647,332
2016-09-28,1475,680,1543,19,658,1457,972,453,579,521,1148,245,703,869,1923,8,893,287,12237,1366,477,1742,163,2005,114,961,68,1116,8173,80,383,638,223,247,3152,766,622,193,1313,272,1685,81,207,188,235,10895,642,188,2647,803,1355,1688,1852,523,1352,342,859,4007,510,1549,2129,3228,4229,2523,266604,1506,1009,1076,3114,1858,940,337,1768,6220,579,4694,6019,870,2720,12469,300,15048,6354,128,837,2662,527,342,744,931,3606,2903,10896,787,244,1747,700,620,1775,295
2016-09-29,1489,612,1776,20,548,1393,947,438,569,563,1181,262,700,769,2468,19,919,362,8486,1346,546,1662,152,2032,102,819,57,1012,7593,88,348,451,169,255,2727,755,581,241,1886,309,1528,54,233,229,265,5532,627,192,2739,796,1438,1505,1508,558,1927,370,824,4030,511,1425,2314,2344,4779,2763,263604,1537,969,977,4183,1911,894,320,1637,3154,463,3329,5340,891,2702,13166,276,9901,6144,157,839,2551,535,216,574,940,3673,2371,10701,905,238,1660,676,1057,1621,499
2016-09-30,1481,584,1276,32,512,1189,796,374,543,548,1206,261,578,726,1508,12,789,268,6698,1381,522,1623,133,2320,102,841,49,790,3845,61,397,925,218,211,2580,761,473,173,1550,246,1379,48,219,197,199,13375,623,254,2644,756,1646,1319,1438,551,1545,381,725,3546,489,1489,2093,1875,4449,2844,270817,1400,1311,891,3115,1758,781,300,1501,2965,1168,3007,4929,883,2254,13292,288,6647,4508,155,839,2281,480,216,444,936,3276,2040,8460,795,229,1430,711,772,1388,220
2016-10-01,1218,399,363,29,412,810,800,328,457,383,1094,190,488,611,1088,11,595,236,5564,1129,441,1752,78,2478,97,685,60,651,9152,99,424,310,182,227,1508,763,555,174,1809,258,1200,51,192,117,155,3167,518,121,2624,783,1522,811,1042,383,994,272,697,2719,471,1448,1808,1876,3982,2291,299224,2071,1021,786,2522,1840,521,373,1339,2852,769,2529,4233,776,1783,10450,242,6109,2045,174,968,2203,407,118,348,949,2409,2148,6687,816,170,1200,590,574,1130,155
